Dataset Name,Publisher Name
births_in_scottish_hospitals,isd-scotland
schools_adolescent_lifestyle_and_substance_use_survey,isd-scotland
scottish_stroke_care_audit,isd-scotland
cancer_waiting_times,isd-scotland
complaints_statistics,isd-scotland
waiting_times_and_waiting_lists,isd-scotland
alcohol_statistics_scotland,isd-scotland
detect_cancer_early_staging_data,isd-scotland
health_and_wellbeing_profiles_for_community_health_partnership_chp_areas,isd-scotland
childhood_cancers_in_scotland,isd-scotland
scotpho_national_profiles,isd-scotland
surgical_profiles_project,isd-scotland
audiology_waiting_times,isd-scotland
prescribing_statistics,isd-scotland
quality_outcomes_framework_qof_of_the_new_gms_contract,isd-scotland
accident_and_emergency_waiting_times,isd-scotland
national_drug_and_alcohol_treatment_waiting_times,isd-scotland
gp_consultations_for_breast_symptoms,isd-scotland
findings_from_the_balance_of_care-continuing_care_census,isd-scotland
national_naloxone_programme_scotland,isd-scotland
detect_cancer_early_baseline,isd-scotland
improving_ethnic_data_collection_for_equality_and_diversity_monitoring,isd-scotland
new_cancer_waiting_times,isd-scotland
teenage_booster_immunisation_statistics,isd-scotland
nhs_scotland_workforce_statistics,isd-scotland
nhs_scotland_prescribing_statistics,isd-scotland
scotpho_alcohol_drugs_profiles,isd-scotland
gp_workforce_and_practice_population_statistics,isd-scotland
action_plan_for_improving_oral_health_and_modernising_nhs_dental_services,isd-scotland
national_drug_related_deaths_database_report_scotland,isd-scotland
place_of_death_from_cancer,isd-scotland
hospital_standardised_mortality_ratios,isd-scotland
scottish_suicide_information_database,isd-scotland
acute_hospital_activity,isd-scotland
child_and_adolescent_mental_health_services_camhs_benchmarking_balanaced_scorecard,isd-scotland
scottish_perinatal_and_infant_mortality_and_morbidity_report,isd-scotland
ophthalmic_workload_statistics,isd-scotland
nhsscotland_nhs_board_revenue_budget_target_shares_calculated_using_the_new_resource_allocation_form,isd-scotland
breast_cancer_quality_performance_indicators,isd-scotland
child_and_adolescent_mental_health_services_camhs_waiting_times,isd-scotland
scottish_bowel_screening_programme_statistics,isd-scotland
diagnostic_test_waiting_times,isd-scotland
provision_of_injecting_equipment_in_scotland,isd-scotland
adult_mental_health_benchmarking_toolkit,isd-scotland
scottish_trauma_audit_group,isd-scotland
primary_1_body_mass_index_bmi_statistics,isd-scotland
scottish_drugs_misuse_database_initial_assessment_report,isd-scotland
abortions_statistics,isd-scotland
child_healthy_weight_interventions_statistics,isd-scotland
nhs_scotland_workforce,isd-scotland
acute_hospital_activity_and_nhs_beds_information,isd-scotland
scottish_care_homes_census,isd-scotland
scotpho_alcohol_update,isd-scotland
hpv_immunisation_uptake_statistics,isd-scotland
scottish_renal_registry_report,isd-scotland
national_dental_inspection_programme,isd-scotland
coronary_heart_disease_statistics_update,isd-scotland
scottish_health_service_costs,isd-scotland
cancer_incidence,isd-scotland
scottish_intensive_care_society_audit_group,isd-scotland
alcohol_brief_interventions,isd-scotland
scottish_public_health_observatory_scotpho_website_section_updates,isd-scotland
hospital_waiting_times_,isd-scotland
cervical_screening_statistics,isd-scotland
quality_outcome_measure_10-percentage_of_last_6_months_of_life_spent_at_home_or_in_a_community_setti,isd-scotland
iowpct-financial-transactions-transparency,isle-of-wight-nhs-primary-care-trust
iownhst-financial-transactions-transparency,isle-of-wight-nhs-trust
2012-marine-conservation-project-stakmap-recreational-activity-recmap,joint-nature-conservation-committee
2004_07-research-vessel-rv-loughfoyle-biotope-data,joint-nature-conservation-committee
research-vessel-scotia-1111s-seabed-habitat-epifauna-data,joint-nature-conservation-committee
cend-8-12b-seabed-images-cend-cefas-endeavour,joint-nature-conservation-committee
cend-01-13-psa-data-draft-cend-cefas-endeavour,joint-nature-conservation-committee
cend-10-12-psa-data-cend-cefas-endeavour,joint-nature-conservation-committee
cend-01-13-seabed-images-cend-cefas-endeavour,joint-nature-conservation-committee
research-vessel-scotia-1512s-seabed-videos,joint-nature-conservation-committee
cend-05-13-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
cend-05-11-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
mpa-imagery-analysis-contract-c10_0203_0346-seabed-habitat-epifauna-data,joint-nature-conservation-committee
cend-8-12c-infauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
2004_02_research-vessel-rv-loughfoyle-seabed-video,joint-nature-conservation-committee
2009_09_research-vessel-rv-pedryn-seabed-video,joint-nature-conservation-committee
2012-marine-conservation-zone-project-stakmap-commercial-fishing-under-15m-vessels-fishermap,joint-nature-conservation-committee
jncc-organogram-march-2013,joint-nature-conservation-committee
cend-8-12a-seabed-habitat-epifauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
2009_07-research-vessel-rv-franklin-seabed-photographs,joint-nature-conservation-committee
research-vessel-scotia-1511s-seabed-videos,joint-nature-conservation-committee
cend-3-12a-infauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
cend-03-13-acoustic-data-draft-cend-cefas-endeavour,joint-nature-conservation-committee
nlv-polestar-outerfirthofforth-seabed-images,joint-nature-conservation-committee
organogram-and-staff-pay-data-for-joint-nature-conservation-committee,joint-nature-conservation-committee
cend-01-13-seabed-habitat-epifauna-data-draft-cend-cefas-endeavour,joint-nature-conservation-committee
cend-02-11c-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
cend-05-11-acoustic-data-cend-cefas-endeavour,joint-nature-conservation-committee
cend-19x-12-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
cend-8-12c-psa-data-cend-cefas-endeavour,joint-nature-conservation-committee
cend-3-12b-acoustic-data-cend-cefas-endeavour,joint-nature-conservation-committee
cend-3-12b-infauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
nlv-polestar-stantonbanks-seabed-images,joint-nature-conservation-committee
2005_08-research-vessel-rv-celticvoyager-seabed-photographs,joint-nature-conservation-committee
cend-3-12a-seabed-images-cend-cefas-endeavour,joint-nature-conservation-committee
cend-01-13-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
2009_07-research-vessel-rv-cefasendeavour-multibeam-data,joint-nature-conservation-committee
2004_11-research-vessel-rv-aora-seabed-video,joint-nature-conservation-committee
research-vessel-scotia-1111s-seabed-photographs,joint-nature-conservation-committee
cend-03-13-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
cend-8-12b-acoustic-data-cend-cefas-endeavour,joint-nature-conservation-committee
research-vessel-scotia-1011s-acoustic-data,joint-nature-conservation-committee
cend-8-12c-acoustic-data-cend-cefas-endeavour,joint-nature-conservation-committee
2004_07-research-vessel-rv-loughfoyle-multibeam-data,joint-nature-conservation-committee
research-vessel-scotia-1111s-seabed-videos,joint-nature-conservation-committee
cend-8-12c-seabed-habitat-epifauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
cend-05-11-seabed-habitat-maps-cend-cefas-endeavour,joint-nature-conservation-committee
2007_09-frv-research-vessel-scotia-seabed-photographs,joint-nature-conservation-committee
2006-afbi-piscesreef-survey-sidescan-data-agri-food-and-biosciences-institute,joint-nature-conservation-committee
cend-3-12a-seabed-habitat-epifauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
2004_02_research-vessel-rv-loughfoyle-maps-jpeg,joint-nature-conservation-committee
cend-3-12a-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
staff-organograms-and-pay-joint-nature-conservation-committee,joint-nature-conservation-committee
research-vessel-scotia-1512s-seabed-habitat-epifauna-data,joint-nature-conservation-committee
2009_07-research-vessel-rv-franklin-multibeam-data,joint-nature-conservation-committee
2006_02-afbi-grab-sample-data-agri-food-and-biosciences-institute,joint-nature-conservation-committee
2009_07-research-vessel-rv-franklin-sub-bottom-profiler-data,joint-nature-conservation-committee
cend-8-12b-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
cend-8-12a-seabed-images-cend-cefas-endeavour,joint-nature-conservation-committee
cend-02-11c-acoustic-data-cend-cefas-endeavour,joint-nature-conservation-committee
2010_01_research-vessel-rv-pedryn-seabed-video,joint-nature-conservation-committee
cend-19x-12-psa-data-draft-cend-cefas-endeavour,joint-nature-conservation-committee
2005_05-research-vessel-rv-corystes-seabed-video,joint-nature-conservation-committee
cend-8-12c-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
senior-staff-salary-data-october-2012,joint-nature-conservation-committee
research-vessel-scotia-1011s-seabed-videos,joint-nature-conservation-committee
cend-8-12b-infauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
2004_11-research-vessel-rv-aora-seabed-photographs,joint-nature-conservation-committee
cend-19x-12-seabed-habitat-maps-draft-cend-cefas-endeavour,joint-nature-conservation-committee
nlv-polestar-stantonbanks-seabed-videos,joint-nature-conservation-committee
2003_07_research-vessel-rv-princemadog-seabed-video,joint-nature-conservation-committee
cend-3-12b-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
cend-8-12a-acoustic-data-cend-cefas-endeavour,joint-nature-conservation-committee
cend-8-12a-seabed-videos-cend-cefas-endeavour,joint-nature-conservation-committee
2009_07-research-vessel-rv-franklin-seabed-video,joint-nature-conservation-committee
cend-12-11-psa-data-cend-cefas-endeavour,joint-nature-conservation-committee
2010_06_cmacs-seabed-photography-centre-for-marine-and-coastal-studies,joint-nature-conservation-committee
cend-8-12c-seabed-images-cend-cefas-endeavour,joint-nature-conservation-committee
research-vessel-scotia-0911s-seabed-photographs,joint-nature-conservation-committee
research-vessel-scotia-1511s-seabed-photographs,joint-nature-conservation-committee
cend-19x-12-seabed-habitat-epifauna-data-draft-cend-cefas-endeavour,joint-nature-conservation-committee
cend-03-13-seabed-images-cend-cefas-endeavour,joint-nature-conservation-committee
research-vessel-scotia-0810s-seabed-videos,joint-nature-conservation-committee
cend-05-11-seabed-habitat-epifauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
cend-02-11c-infauna-data-draftcend-cefas-endeavour,joint-nature-conservation-committee
cend-3-12b-seabed-images-cend-cefas-endeavour,joint-nature-conservation-committee
2005_08-research-vessel-rv-celticvoyage-multibeam-data,joint-nature-conservation-committee
cend-8-12a-psa-data-cend-cefas-endeavour,joint-nature-conservation-committee
nlv-polestar-outerfirthofforth-seabed-videos,joint-nature-conservation-committee
research-vessel-scotia-1512s-seabed-images,joint-nature-conservation-committee
cend-3-12a-seabed-habitat-maps-east-of-haig-fras-only-cend-cefas-endeavour,joint-nature-conservation-committee
2003_07_research-vessel-rv-princemadog-sidescan-data,joint-nature-conservation-committee
2009_07-research-vessel-rv-franklin-sidescan-data,joint-nature-conservation-committee
jncc-organogram-and-staff-post-and-salaries-30-september-2013,joint-nature-conservation-committee
2004_02_research-vessel-rv-loughfoyle-multibeam-data,joint-nature-conservation-committee
cend-05-11-psa-data-cend-cefas-endeavour,joint-nature-conservation-committee
cend-8-12b-psa-data-cend-cefas-endeavour,joint-nature-conservation-committee
research-vessel-scotia-1512s-psa-data,joint-nature-conservation-committee
cend-05-13-seabed-images-cend-cefas-endeavour,joint-nature-conservation-committee
cend-3-12b-seabed-habitat-epifauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
nlv-polestar-stantonbanks-seabed-habitat-epifauna-data,joint-nature-conservation-committee
2004_02_research-vessel-rv-loughfoyle-seabed-photographs,joint-nature-conservation-committee
cend-02-11c-seabed-habitat-maps-cend-cefas-endeavour,joint-nature-conservation-committee
research-vessel-scotia-0810s-seabed-photographs,joint-nature-conservation-committee
2005_08-research-vessel-rv-celticvoyage-seabed-video,joint-nature-conservation-committee
cend-3-12a-acoustic-data-cend-cefas-endeavour,joint-nature-conservation-committee
research-vessel-scotia-1512s-acoustic-data,joint-nature-conservation-committee
2010_01_research-vessel-rv-pedryn-seabed-photographs,joint-nature-conservation-committee
cend-01-13-acoustic-data-draft-cend-cefas-endeavour,joint-nature-conservation-committee
cend-8-12b-seabed-habitat-epifauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
2005_05-research-vessel-rv-corystes-sidescan-data,joint-nature-conservation-committee
2009_07-research-vessel-rv-franklin-maps,joint-nature-conservation-committee
cend-01-13-infauna-data-draft-cend-cefas-endeavour,joint-nature-conservation-committee
cend-19x-12-acoustic-data-draft-cend-cefas-endeavour,joint-nature-conservation-committee
nlv-polestar-stantonbanks-acoustic-data,joint-nature-conservation-committee
cend-12-11-infauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
staff-organograms-and-pay-jncc,joint-nature-conservation-committee
2010_06_cmacs-seabed-video-centre-for-marine-and-coastal-studies,joint-nature-conservation-committee
2004_07-research-vessel-rv-loughfoyle-seabed-video,joint-nature-conservation-committee
organorgram-and-staff-pay-data-for-joint-nature-conservation-committee,joint-nature-conservation-committee
cend-10-12-acoustic-data-draft-cend-cefas-endeavour,joint-nature-conservation-committee
cend-19x-12-infauna-data-draft-cend-cefas-endeavour,joint-nature-conservation-committee
cend-05-11-infauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
2003_07_research-vessel-rv-princemadog-seabed-photographs,joint-nature-conservation-committee
research-vessel-scotia-1011s-seabed-photographs,joint-nature-conservation-committee
research-vessel-scotia-1512s-infauna-data,joint-nature-conservation-committee
cend-3-12a-psa-data-cend-cefas-endeavour,joint-nature-conservation-committee
2005_05-research-vessel-rv-corystes-seabed-photographs,joint-nature-conservation-committee
cend-3-12b-psa-data-cend-cefas-endeavour,joint-nature-conservation-committee
2007_09-frv-research-vessel-scotia-seabed-video,joint-nature-conservation-committee
research-vessel-scotia-1011s-seabed-habitat-epifauna-data,joint-nature-conservation-committee
cend-19x-12-seabed-images-cend-cefas-endeavour,joint-nature-conservation-committee
cend-8-12a-infauna-data-cend-cefas-endeavour,joint-nature-conservation-committee
cend-02-11c-seabed-photographs,joint-nature-conservation-committee
2004_07-research-vessel-rv-loughfoyle-seabed-photographs,joint-nature-conservation-committee
cend-05-11-seabed-photographs-cend-cefas-endeavour,joint-nature-conservation-committee
research-vessel-scotia-0911s-seabed-habitat-epifauna-data,joint-nature-conservation-committee
equitas,judicial-appointments-commission
diversity-data_1,judicial-appointments-commission
staff-organograms-and-pay-jac,judicial-appointments-commission
organogram-and-staff-pay-data-for-the-judicial-office,judicial-office
judicial-training-history-empower-database,judicial-office
delegated-statutory-authorities,judicial-office
judicial-database,judicial-office
budget-data-system,judicial-office
records-of-meetings,judicial-office
jo-hr-records,judicial-office
jo-business-continuity-plans,judicial-office
jams2-database,judicial-office
judicial-hr-files,judicial-office
judicial-college-learning-management-system,judicial-office
fixed-penalty-notice-overview,keep-britain-tidy
fixed-penalty-notice-noise,keep-britain-tidy
fixed-penalty-notice-litter,keep-britain-tidy
fixed-penalty-notice-dogs,keep-britain-tidy
fixed-penalty-notice-nuisance-parking,keep-britain-tidy
fixed-penalty-notice-graffiti,keep-britain-tidy
fixed-penalty-notice-distribution-of-literature,keep-britain-tidy
fixed-penalty-notice-flyposting,keep-britain-tidy
fixed-penalty-notice-waste,keep-britain-tidy
fixed-penalty-notice-key-holder,keep-britain-tidy
local-authority-spending-over-500-kent,kent-county-council
financial-transactions-data-kingston-hospital-nhs-trust-may-2011,kingston-hospital-nhs-trust
financial-transactions-data-kingston-hospital-nhs-trust,kingston-hospital-nhs-trust
april-2012-spend-over-25-000-in-kingston-hospital,kingston-hospital-nhs-trust
march-2012-financial-transactions-data-kingston-hospital-nhs-trust,kingston-hospital-nhs-trust
may-2012-spend-over-25-000-in-kingston-hospital,kingston-hospital-nhs-trust
aug-2012-spend-over-25-000-in-kingston-hospital,kingston-hospital-nhs-trust
june-to-july-2012-spend-over-25-000-in-kingston-hospital,kingston-hospital-nhs-trust
financial-transactions-data-kingston-pct,kingston-primary-care-trust
financial-transactions-data-kirklees-pct,kingston-primary-care-trust
kirklees-council-land-ownership,kirklees-council
2011-november-return,kirklees-primary-care-trust
november11,kirklees-primary-care-trust
financial-transactions-data-lambeth-pct,lambeth-primary-care-trust
financial-transactions-lancashirecare-doh,lancashire-care-nhs-foundation-trust
lancashire-open-data,lancashire-county-council
facilities-management-governance,land-registry
internal-social-and-sports-committee-survey,land-registry
discharge-of-charge,land-registry
information-and-correspondence-related-to-voluntary-severance-schemes,land-registry
software-change-size-data,land-registry
red-tape-challenge-and-rule-committee,land-registry
staff-organograms-and-pay-land-registry,land-registry
add-value-services-customer-contracts,land-registry
sustainability_1,land-registry
land-registry-monthly-price-paid-data,land-registry
monthly-customer-satisfaction-survey,land-registry
land-registry-inspire-download-service-metadata,land-registry
balanced-scorecard,land-registry
land-registry-payments,land-registry
maladministration-payments,land-registry
workforce-management-information-land-registry,land-registry
payables-ledger,land-registry
service-management-data,land-registry
register-retained-documents-non-exempt,land-registry
product-health-checks,land-registry
billing-order-management-ledger,land-registry
indemnity-payments,land-registry
configuration-management-changes,land-registry
receivables-ledger,land-registry
facilities-management,land-registry
substantive-application-data,land-registry
customer-contact-details,land-registry
is-suppliers-service-level-agreements,land-registry
balanced-scorecard-_1,land-registry
title-information,land-registry
land-registry-dataset-inventory,land-registry
internal-service-level-agreements,land-registry
facilities-management-compliance,land-registry
prospect-lists,land-registry
main-application-code-store,land-registry
commercial-and-customer-directorate-governance,land-registry
people-data,land-registry
public-guides-survey,land-registry
enterprise-data-models,land-registry
organisational-unit-business-plans,land-registry
assurance-information,land-registry
bankruptcy-index,land-registry
architecture-supporting-documents,land-registry
constitutional-correspondence,land-registry
information-systems-finance-report,land-registry
service-catalogue,land-registry
organisational-units,land-registry
monthly-land-registry-property-transaction-data,land-registry
administrative-areas,land-registry
register-of-deeds-of-arrangements,land-registry
fixed-assets-ledger,land-registry
measurement-workbooks,land-registry
register-of-annuities,land-registry
commercial-contracts,land-registry
hr-governance,land-registry
land-registry-property-gazetteer,land-registry
general-ledger,land-registry
public-data-group-files,land-registry
staff-returns,land-registry
property-description,land-registry
register-retained-documents-exempt,land-registry
financial-actuals,land-registry
supplier-information,land-registry
workforce-planning,land-registry
internal-audit,land-registry
land-registry-inspire-service-metadata,land-registry
quality-key-performance-indicator,land-registry
property-price-data-release-survey,land-registry
information-management-committee-papers,land-registry
land-registry-house-price-index-background-tables,land-registry
e-security-data,land-registry
1862-act-registers,land-registry
lessons-learned,land-registry
performance-related-pay-for-land-registry,land-registry
hm-land-registry-inspire-index-polygons,land-registry
archived-price-paid-information--residential-property-1995-2012,land-registry
quality-assurance-data,land-registry
bankruptcy-information,land-registry
new-product-development-research-survey,land-registry
work-packages,land-registry
configuration-management-notes,land-registry
configuration-management-data,land-registry
survey-reports,land-registry
projects-ledger,land-registry
management-accounting,land-registry
caution-information,land-registry
index-map,land-registry
staff-organograms-and-pay-land-registry-30-09-2011,land-registry
rights-and-burdens,land-registry
cash-management-ledger,land-registry
health-safety,land-registry
land-registry-portal-system-survey,land-registry
facilities-management-financials,land-registry
pay-remit,land-registry
land-registry-board-information,land-registry
register-of-title,land-registry
agricultural-credits,land-registry
budget-information,land-registry
corporate-business-models,land-registry
correspondence-despatch,land-registry
title-plan,land-registry
historical-copies-electronic-applications-survey,land-registry
executive-board-information,land-registry
land-charges-index,land-registry
preliminary-application-data,land-registry
website-satisfaction-survey,land-registry
leasehold-information,land-registry
organisational-unit-areas,land-registry
business-continuity,land-registry
registered-charge-information,land-registry
commercial-arrangements-volume,land-registry
survey-extents,land-registry
information-asset-register,land-registry
architecture-specification,land-registry
proprietor-information,land-registry
programme-project-data,land-registry
government-procurement,land-registry
security-manual,land-registry
the-indemnity-log,land-registry
land-charges-application-data,land-registry
facilities-management-contracts,land-registry
portal-agreements,land-registry
supplier-contracts,land-registry
lesbian-gay-bisexual-and-transgender-lgbt-survey,land-registry
computer-account-data,land-registry
register-of-writs-and-orders,land-registry
cash-flow-forecast,land-registry
property-land,land-registry
internal-practice-guidance,land-registry
customer-preference,land-registry
index-of-proprietors-names,land-registry
approved-estate-plans,land-registry
incident-data,land-registry
register-of-pending-land-actions,land-registry
information-systems-cost-model,land-registry
quality-centre-data,land-registry
secondary-application-code-store,land-registry
employment-relations-activity,land-registry
business-gateway-request-response-log,land-registry
strategic-risk-register,land-registry
software-change-data,land-registry
losses-register,land-registry
day-list,land-registry
credit-accounts,land-registry
business-strategies,land-registry
land-registry-inspire-download,land-registry
lsc-programme-expenditure-by-regional-office,learning-and-skills-council-skills-funding-agency
the-national-employer-skills-survey-ness-2003-2009_1,learning-and-skills-council-skills-funding-agency
spend-over-500-leasehold-advisory-service,leasehold-advisory-service
staff-organograms-and-pay-leasehold-advisory-service,leasehold-advisory-service
private-markets-information,leeds-city-council
senior-officer-salaries-sept-2013,leeds-city-council
annual-markets-information,leeds-city-council
local-authority-pay-ratio,leeds-city-council
primary-school-allocations,leeds-city-council
councillors-allowances,leeds-city-council
breeze-information-api,leeds-city-council
payments-to-the-3rd-sector,leeds-city-council
schools-contacts,leeds-city-council
customer-services-contact-enquiries,leeds-city-council
secondary-school-allocations,leeds-city-council
small-society-lottery-registrations,leeds-city-council
council-spending,leeds-city-council
museums-loans,leeds-city-council
food-hygiene-ratings-for-food-establishments-in-leeds-api,leeds-city-council
community-centres,leeds-city-council
leeds-inspired-api,leeds-city-council
council-tax-charges,leeds-city-council
live-roadworks-api,leeds-city-council
council-house-bids,leeds-city-council
rain-gauge-rainfall-data,leeds-city-council
non-confidential-waste,leeds-city-council
who-s-who-in-leeds,leeds-city-council
museums-event-information,leeds-city-council
leeds-museums-and-galleries-highlights,leeds-city-council
pay-multiples,leeds-city-council
museums-and-galleries-event-information,leeds-city-council
adult-establishment-licences,leeds-city-council
superconnected-cities-broadband,leeds-city-council
scrap-metal-dealer-licences,leeds-city-council
schools-in-leeds,leeds-city-council
council-managed-allotment-sites,leeds-city-council
wards-in-leeds,leeds-city-council
library-visits,leeds-city-council
public-health-funeral-data,leeds-city-council
permits-for-charity-collections,leeds-city-council
bus-information-traveline-api,leeds-city-council
places-to-go-shopping-in-leeds,leeds-city-council
council-housing-stock,leeds-city-council
breeze-attendances,leeds-city-council
election-results,leeds-city-council
jobshops,leeds-city-council
household-waste-collections,leeds-city-council
city-wide-empty-properties-trends,leeds-city-council
live-car-park-spaces-api,leeds-city-council
private-sector-long-term-voids-by-council-ward,leeds-city-council
organisational-chart,leeds-city-council
primary-gritting-routes,leeds-city-council
eu-inspire-datasets,leeds-city-council
local-authority-spend-over-500-leeds-city-council,leeds-city-council
senior-officer-salary-information,leeds-city-council
gambling-premises-licences,leeds-city-council
premises-licences,leeds-city-council
road-traffic-accidents,leeds-city-council
personal-licences-sale-of-alcohol,leeds-city-council
places-to-eat-and-drink-in-leeds,leeds-city-council
temporary-event-notices,leeds-city-council
leeds-visitor-centre-footfall,leeds-city-council
leeds-city-centre-footfall-data,leeds-city-council
councillor-allowances,leeds-city-council
schools-agency-staff,leeds-city-council
long-term-empty-properties-owned-by-ltd-companies,leeds-city-council
markets-information,leeds-city-council
association-managed-allotment-sites,leeds-city-council
advertising-hoarding-sites,leeds-city-council
contracts-register,leeds-city-council
places-of-interest-in-leeds,leeds-city-council
on-street-parking-fines,leeds-city-council
gambling-permits,leeds-city-council
bus-lane-fines,leeds-city-council
fees-paid-to-care-home-providers,leeds-city-council
grit-bin-locations,leeds-city-council
business-rates,leeds-city-council
skips-waste,leeds-city-council
polling-station-locations,leeds-city-council
car-park-parking-fines,leeds-city-council
leeds-markets,leeds-city-council
confidential-waste,leeds-city-council
tenanted-housing-stock,leeds-city-council
historic-potholes-data,leeds-city-council
culvert-maintenance,leeds-city-council
council-energy-consumption,leeds-city-council
wedding-venue-licences,leeds-city-council
council-properties-under-occupation,leeds-city-council
benefit-claims,leeds-city-council
historic-roadworks,leeds-city-council
trade-union-facility-time,leeds-city-council
healthcare-spend-over-25000-leedscommunity,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_jun2012,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_jul,leeds-community-healthcare-nhs-trust
lhealthcare_spend_over_25000_leedscommunity_september2012,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_jan,leeds-community-healthcare-nhs-trust
lhealthcare_spend_over_25000_leedscommunity_dec2012,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_nov_2011,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_may2013,leeds-community-healthcare-nhs-trust
invoices-over-25000,leeds-community-healthcare-nhs-trust
lhealthcare_spend_over_25000_leedscommunity_november2012,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_oct2012,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_jan2013,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_mar2013,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_august2012,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_feb2013,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_july2012,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_october,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_april2013,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_feb,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_aug,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_march2012,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_dec,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunitytrust,leeds-community-healthcare-nhs-trust
spend_over_25000_leedscommunitytrust,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_april2012,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_may2012,leeds-community-healthcare-nhs-trust
healthcare_spend_over_25000_leedscommunity_sept,leeds-community-healthcare-nhs-trust
financial-transactions-data-leeds-teaching-hospitals-nhs-trust,leeds-teaching-hospitals-nhs-trust
historic-service-complaints,legal-services-board
staff-organograms-and-pay-lsb,legal-services-board
numbers-of-authorised-persons,legal-services-board
staff-organograms-and-pay-lsc,legal-services-commission
primary-schools,leicester-city-council
financial-transactions-data-leicestershire-partnership-nhs-trust,leicestershire-partnership-nhs-trust
local-air-quality-management-zones2,lewes-district-council
article-4-direction-v1,lewes-district-council
local-authority-spend-over-500-lewes,lewes-district-council
financial-transactions-data-lewisham-pct,lewisham-primary-care-trust
lewisham-pct-all-invoices-per-month-201112,lewisham-primary-care-trust
lichfield-councillors,lichfield-district-council
lichfield-allowances,lichfield-district-council
lichfield-food-safety-inspections,lichfield-district-council
lichfield-locally-listed-buildings,lichfield-district-council
lichfield-polling-stations,lichfield-district-council
lichfield-district-council-smoke-control-zones,lichfield-district-council
lichfield-councillor-details,lichfield-district-council
lichfield-comment-feed,lichfield-district-council
council-land-and-property-ownerships,lichfield-district-council
lichfield_public_toilets,lichfield-district-council
lichfield-car-parks,lichfield-district-council
aonb,lichfield-district-council
lichfield-sports-clubs,lichfield-district-council
lichfield-leisure-centres,lichfield-district-council
lichfield-planning-applications,lichfield-district-council
lichfield-listed-buildings,lichfield-district-council
lichfield-parish-councils,lichfield-district-council
lichfield-committees,lichfield-district-council
lichfield-committee-details,lichfield-district-council
lichfield-news-feed,lichfield-district-council
lichfield-events,lichfield-district-council
lichfield-parks,lichfield-district-council
transactions-data-lincolnshire-community-health-services-nhs-trust-april2012-may2012,lincolnshire-community-health-services-nhs-trust
lchs-expenditure-over-25k-march-2013,lincolnshire-community-health-services-nhs-trust
spend-over-25-000-in-lincolnshire-community-health-services,lincolnshire-community-health-services-nhs-trust
over-25-000-in-lincolnshire-community-health-services-nhs-trust-spet-2012,lincolnshire-community-health-services-nhs-trust
lchs-spend-over-25k,lincolnshire-community-health-services-nhs-trust
